City_ID,City,Country,Date,Lat,Lng,MaxTemp,Humidity,Cloudiness,Wind Speed
324,Fortuna,US,7/28/2020 4:59,40.6,-124.16,55.99,91,86,3.96
325,Cabo San Lucas,MX,7/28/2020 4:57,22.89,-109.91,86,58,75,9.13
326,Cabedelo,BR,7/28/2020 4:59,-6.98,-34.83,74.73,82,29,15.66
327,Felanitx,ES,7/28/2020 4:59,39.47,3.15,75.2,77,0,4.7
328,Belyy Yar,RU,7/28/2020 4:59,53.6,91.39,68,72,100,4.47
329,Slawno,PL,7/28/2020 4:59,54.36,16.68,65.07,83,98,12.93
330,Hatillo,PR,7/28/2020 4:59,18.49,-66.83,80.01,90,55,16.04
331,Goderich,CA,7/28/2020 4:59,43.75,-81.72,73.99,67,18,1.01
332,Lompoc,US,7/28/2020 4:59,34.64,-120.46,59,82,90,6.93
333,Smidovich,RU,7/28/2020 4:59,48.6,133.82,81.25,67,52,2.55
334,Teguise,ES,7/28/2020 4:59,29.06,-13.56,71.6,83,6,21.92
335,Teknaf,BD,7/28/2020 4:59,20.86,92.31,85.05,78,97,6.26
336,Maralal,KE,7/28/2020 4:59,1.1,36.7,58.51,91,98,4.32
337,Hambantota,LK,7/28/2020 4:59,6.12,81.12,82.4,88,90,5.82
338,Tautira,PF,7/28/2020 4:59,-17.73,-149.15,80.01,74,75,9.17
339,Aketi,CD,7/28/2020 4:59,2.74,23.78,69.35,95,64,1.57
340,Talnakh,RU,7/28/2020 4:59,69.49,88.4,60.8,41,40,8.95
341,Porosozero,RU,7/28/2020 4:59,62.72,32.73,63.68,71,81,4.14
342,Bethel,US,7/28/2020 4:59,41.37,-73.41,82.4,61,1,5.82
343,Nioro,GM,7/28/2020 4:59,13.35,-15.75,76.1,93,100,5.64
344,Hami,CN,7/28/2020 4:59,42.8,93.45,90.57,20,92,17.13
345,Nuevo Progreso,MX,7/28/2020 4:59,23.17,-97.95,77,72,100,1.99
346,Yuanping,CN,7/28/2020 5:00,38.72,112.76,85.98,48,2,7.58
347,Sao Filipe,CV,7/28/2020 5:00,14.9,-24.5,75.83,77,98,6.42
348,Isangel,VU,7/28/2020 5:00,-19.55,169.27,80.6,61,75,8.05
349,Dikson,RU,7/28/2020 5:00,73.51,80.55,42.08,77,51,14.9
350,Westport,US,7/28/2020 4:56,41.14,-73.36,82.99,74,1,4.7
351,Zhezkazgan,KZ,7/28/2020 5:00,47.8,67.71,71.6,53,40,8.95
352,Soyo,AO,7/28/2020 5:00,-6.13,12.37,72.99,78,93,6.67
353,Lazaro Cardenas,MX,7/28/2020 5:00,17.96,-102.2,80.1,76,100,5.14
354,Saint-Francois,FR,7/28/2020 5:00,46.42,3.91,66.99,72,0,3.65
355,Imbituba,BR,7/28/2020 5:00,-28.24,-48.67,64.4,93,56,9.17
356,Batemans Bay,AU,7/28/2020 5:00,-35.72,150.18,64,70,98,5.01
357,Laguna,US,7/28/2020 5:00,38.42,-121.42,73.99,40,1,6.93
358,Sinegorye,RU,7/28/2020 5:00,62.08,150.48,79.59,29,100,6.64
359,Mecca,SA,7/28/2020 5:00,21.43,39.83,85.62,64,43,11.79
360,Warrnambool,AU,7/28/2020 5:00,-38.38,142.48,59,79,43,4.16
361,Nueve De Julio,AR,7/28/2020 4:55,-35.44,-60.88,35.01,66,0,1.99
362,Thinadhoo,MV,7/28/2020 5:00,0.53,72.93,82.63,76,99,7.92
363,Ust-Tsilma,RU,7/28/2020 5:00,65.44,52.15,67.8,48,24,4.9
364,Chokurdakh,RU,7/28/2020 5:00,70.63,147.92,50.67,57,100,6.13
365,Mayumba,GA,7/28/2020 5:00,-3.43,10.66,71.64,83,18,5.68
366,Morros,BR,7/28/2020 5:00,-9.45,-46.3,64.85,65,1,4.56
367,Devonport,AU,7/28/2020 5:00,-41.17,146.35,57,66,0,1.99
368,Bikin,RU,7/28/2020 5:00,46.82,134.26,88.23,54,23,1.05
369,Maragogi,BR,7/28/2020 5:00,-9.01,-35.22,73.69,79,63,10.8
370,Sioux Lookout,CA,7/28/2020 5:00,50.1,-91.92,59,93,75,4.7
371,Los Andes,CL,7/28/2020 5:00,-32.83,-70.6,45,99,0,3.76
372,San Cristobal,VE,7/28/2020 5:00,7.77,-72.22,65.89,79,53,1.48
373,Flin Flon,CA,7/28/2020 5:00,54.77,-101.86,57.42,82,10,5.08
374,Pangkalanbuun,ID,7/28/2020 5:00,-2.68,111.62,85.44,66,42,6.49
375,Archidona,ES,7/28/2020 5:00,37.1,-4.39,79,83,0,8.05
376,Luderitz,NA,7/28/2020 5:00,-26.65,15.16,51.8,100,0,1.12
377,Awjilah,LY,7/28/2020 5:00,29.11,21.29,74.46,58,0,8.23
378,Necochea,AR,7/28/2020 5:00,-38.55,-58.74,39.99,95,40,1.99
379,Vila,PT,7/28/2020 5:00,42.03,-8.16,66.2,100,75,3.36
380,Craigieburn,AU,7/28/2020 5:00,-37.6,144.95,60.01,67,40,12.75
381,Aswan,EG,7/28/2020 5:00,24.09,32.91,91.31,20,14,12.68
382,Tucuman,AR,7/28/2020 5:00,-26.82,-65.22,51.8,50,8,5.08
383,Avera,US,7/28/2020 5:00,33.19,-82.53,78.8,88,1,4.7
384,Roma,US,7/28/2020 5:00,43.21,-75.46,73.99,94,75,3.36
385,Shellbrook,CA,7/28/2020 5:00,53.22,-106.4,62.6,93,5,5.06
386,Lata,PT,7/28/2020 5:00,40.16,-8.33,66.99,89,100,1.01
387,Ancud,CL,7/28/2020 5:00,-41.87,-73.82,39.99,100,40,2.24
388,Malakal,SS,7/28/2020 5:00,9.53,31.66,73.22,92,100,4.5
389,Luanda,AO,7/28/2020 4:56,-8.84,13.23,71.6,83,75,4.7
390,Yulara,AU,7/28/2020 5:00,-25.24,130.99,68,24,0,9.17
391,Cape Girardeau,US,7/28/2020 5:00,37.31,-89.52,77,83,75,2.42
392,Enshi,CN,7/28/2020 5:00,30.3,109.48,92.64,49,8,2.89
393,Zacapa,GT,7/28/2020 5:00,14.97,-89.53,73.74,84,100,1.7
394,Partyzany,UA,7/28/2020 5:00,46.33,34.75,72.99,81,100,6.96
395,Kotdwara,IN,7/28/2020 5:00,29.75,78.53,82.4,83,75,3.36
396,Pacific Grove,US,7/28/2020 5:00,36.62,-121.92,60.8,82,75,5.82
397,Brae,GB,7/28/2020 5:00,60.4,-1.35,55.4,100,100,12.75
398,Mezen,RU,7/28/2020 5:00,65.85,44.24,65.25,56,60,3.53
399,Jieshi,CN,7/28/2020 5:00,22.81,115.83,88.05,69,30,12.82
400,Sergach,RU,7/28/2020 5:00,55.53,45.47,67.3,73,0,3.76
401,Pechenga,RU,7/28/2020 5:00,69.53,31.17,59,82,0,3.36
402,Baruun-Urt,MN,7/28/2020 5:00,46.68,113.28,75.79,49,3,11.18
403,Gizo,SB,7/28/2020 5:00,-8.1,156.84,83.23,75,14,5.44
404,Coihaique,CL,7/28/2020 5:00,-45.58,-72.07,32,87,85,2.24
405,Banes,CU,7/28/2020 5:00,20.96,-75.72,78.8,83,89,5.82
406,Ibipeba,BR,7/28/2020 4:58,-11.64,-42.01,60.93,87,81,7.85
407,Vaitape,PF,7/28/2020 5:00,-16.52,-151.75,79.77,80,94,15.48
408,Bridlington,GB,7/28/2020 5:00,54.08,-0.19,53.6,87,0,12.75
409,Almaznyy,RU,7/28/2020 5:00,48.04,40.05,78.8,44,20,15.66
410,Shimoda,JP,7/28/2020 5:00,34.67,138.95,84.2,89,75,21.92
411,Ipaba,BR,7/28/2020 5:00,-19.41,-42.42,60.8,87,7,0.83
412,Dudinka,RU,7/28/2020 5:00,69.41,86.18,60.8,41,40,8.95
413,Vagur,FO,7/28/2020 5:00,61.47,-6.81,49.28,84,65,19.48
414,Ejido,VE,7/28/2020 5:00,8.55,-71.24,64.81,63,25,5.73
415,Prachuap Khiri Khan,TH,7/28/2020 5:00,11.82,99.78,86.9,72,92,5.79
416,Iqaluit,CA,7/28/2020 5:00,63.75,-68.51,51.8,87,75,2.24
417,Touros,BR,7/28/2020 5:00,-5.2,-35.46,73.4,88,40,4.7
418,Bara,NG,7/28/2020 5:00,10.37,10.73,71.82,95,71,8.52
419,Vardo,NO,7/28/2020 5:00,70.37,31.11,57.2,87,0,4.7
420,Novyy Urengoy,RU,7/28/2020 5:00,66.08,76.63,62.28,40,5,16.58
421,Guerrero Negro,MX,7/28/2020 5:00,27.98,-114.06,67.3,86,0,14.38
422,Deder,ET,7/28/2020 5:00,9.32,41.45,56.07,98,93,7.72
423,Saldanha,ZA,7/28/2020 5:00,-33.01,17.94,48.2,81,0,5.82
424,Sao Jose Da Coroa Grande,BR,7/28/2020 5:00,-8.9,-35.15,74.19,78,32,11.41
425,Opuwo,NA,7/28/2020 5:00,-18.06,13.84,51.94,45,0,7.99
426,Kuzedeyevo,RU,7/28/2020 5:00,53.33,87.2,69.75,77,49,2.84
427,Ahipara,NZ,7/28/2020 5:00,-35.17,173.17,58.53,73,57,7.76
428,Porto Novo,BJ,7/28/2020 5:00,6.5,2.6,75.2,94,20,10.29
429,Nago,JP,7/28/2020 5:00,26.59,127.98,89.6,70,40,12.75
430,Chapais,CA,7/28/2020 5:00,49.78,-74.85,64.4,100,90,3.36
431,Sur,OM,7/28/2020 5:00,22.57,59.53,90.9,56,0,10.27
432,Riyadh,SA,7/28/2020 4:56,24.69,46.72,91.4,31,8,8.12
433,Dhanera,IN,7/28/2020 5:00,24.52,72.02,91.02,62,85,13.18
434,Astoria,US,7/28/2020 5:00,46.19,-123.83,57.99,93,90,9.17
435,Yelizovo,RU,7/28/2020 5:00,53.19,158.38,75.2,60,58,13.42
436,Ixtapa,MX,7/28/2020 4:58,20.7,-105.2,80.6,88,40,2.24
437,Ahmadnagar,IN,7/28/2020 5:00,19.08,74.73,80.73,67,94,7.43
438,Korla,CN,7/28/2020 5:00,41.76,86.15,86.52,19,0,12.15
439,Komsomolskiy,UZ,7/28/2020 5:00,40.43,71.72,86,30,82,6.93
440,Majitha,IN,7/28/2020 5:00,31.76,74.95,91.4,70,71,6.93
441,Honningsvag,NO,7/28/2020 5:00,70.98,25.97,66.2,55,0,8.05
442,Las Choapas,MX,7/28/2020 5:00,17.93,-94.08,78.24,92,97,0.85
443,Alofi,NU,7/28/2020 5:00,-19.06,-169.92,75.2,69,38,16.11
444,Shama,CN,7/28/2020 5:00,33.61,104.29,74.77,40,87,3.94
445,Huilong,CN,7/28/2020 5:00,31.81,121.66,102.99,99,96,1.99
446,Letlhakane,BW,7/28/2020 5:00,-21.42,25.58,42.78,81,0,9.37
447,Champerico,GT,7/28/2020 5:00,14.3,-91.92,80.83,78,100,5.1
448,Bubaque,GW,7/28/2020 5:00,11.28,-15.83,79.18,84,100,15.39
449,Ratne,UA,7/28/2020 5:00,51.67,24.53,60.8,100,75,2.37
450,Grosse Pointe Farms,US,7/28/2020 5:00,42.41,-82.89,77,65,1,6.93
451,Sechura,PE,7/28/2020 5:00,-5.56,-80.82,62.02,81,0,11.07
452,Rabo De Peixe,PT,7/28/2020 5:00,37.8,-25.58,71.6,88,40,1.5
453,Vallenar,CL,7/28/2020 5:00,-28.57,-70.76,60.33,33,32,1.45
454,Namie,JP,7/28/2020 5:00,37.48,141,73.99,98,100,6.91
455,Jawa,JO,7/28/2020 5:00,31.85,35.94,82.4,54,52,4.7
456,Nanortalik,GL,7/28/2020 5:00,60.14,-45.24,45.37,95,100,4.32
457,Saraland,US,7/28/2020 5:00,30.82,-88.07,77,96,74,2.75
458,Abu Dhabi,AE,7/28/2020 4:58,24.47,54.37,98.6,37,93,14.99
459,Sistranda,NO,7/28/2020 5:00,63.73,8.83,60.8,67,61,20.8
460,Puerto Ayacucho,VE,7/28/2020 5:00,5.66,-67.62,72.88,91,46,2.21
461,Price,US,7/28/2020 5:00,39.6,-110.81,69.8,56,75,5.82
462,Itaqui,BR,7/28/2020 5:00,-29.13,-56.55,54.66,87,91,11.56
463,Fairview,US,7/28/2020 5:00,40.81,-74,87.01,58,1,3.36
464,Ende,ID,7/28/2020 4:59,-8.84,121.66,81.72,57,42,7.9
465,Kirksville,US,7/28/2020 5:00,40.19,-92.58,66.2,100,1,3.36
466,Martapura,ID,7/28/2020 5:00,-3.42,114.85,89.6,59,40,6.93
467,Pandharpur,IN,7/28/2020 5:00,17.67,75.33,83.26,64,100,10.16
468,Artyom,AZ,7/28/2020 5:00,40.47,50.33,84.2,62,0,23.04
469,Moose Factory,CA,7/28/2020 5:00,51.26,-80.61,64.4,93,90,10.29
470,Karratha,AU,7/28/2020 5:00,-20.74,116.85,80.22,19,18,15.73
471,Parakou,BJ,7/28/2020 5:00,9.34,2.63,71.04,97,100,4.99
472,Coahuayana,MX,7/28/2020 5:00,18.73,-103.68,77.97,81,92,3.24
473,Harrisonburg,US,7/28/2020 5:00,38.45,-78.87,75.99,100,1,3.69
474,Faridpur,BD,7/28/2020 5:00,23.6,89.83,89.6,66,75,10.65
475,Newport,GB,7/28/2020 4:56,51.59,-3,59,89,17,12.66
476,Jalu,LY,7/28/2020 5:00,29.03,21.55,74.53,60,0,8.81
477,Bac Lieu,VN,7/28/2020 5:00,9.29,105.72,89.01,62,15,10.74
478,Polyarnyy,RU,7/28/2020 5:00,69.2,33.45,57.2,93,0,3.76
479,Margate,GB,7/28/2020 5:00,51.38,1.39,59,77,19,1.99
480,Berlevag,NO,7/28/2020 5:00,70.86,29.09,68,60,0,9.17
481,Atar,MR,7/28/2020 5:00,20.52,-13.05,84.96,47,62,7.27
482,Turbat,PK,7/28/2020 5:00,26,63.04,89.1,58,6,10.6
483,Poum,NC,7/28/2020 5:00,-20.23,164.02,74.73,80,96,26.69
484,Wairoa,NZ,7/28/2020 5:00,-39.03,177.37,57,56,3,1.99
485,Russell,US,7/28/2020 5:00,32.35,-85.2,82.4,88,75,4.16
486,Mitsamiouli,KM,7/28/2020 5:00,-11.38,43.28,75.2,69,20,12.75
487,Pangody,RU,7/28/2020 5:00,65.85,74.49,62.89,40,63,14.36
488,Tchibanga,GA,7/28/2020 5:00,-2.85,11.03,64.11,98,9,1.23
489,San Miguel,SV,7/28/2020 5:00,13.48,-88.18,74.68,93,75,2.04
490,Mbanza-Ngungu,CD,7/28/2020 5:00,-5.25,14.87,60.98,94,0,6.6
491,Maumere,ID,7/28/2020 5:00,-8.62,122.21,80.13,64,42,10.92
492,Gushi,CN,7/28/2020 5:00,34.64,109.58,90.82,51,41,5.12
493,Capao Da Canoa,BR,7/28/2020 5:00,-29.75,-50.01,59.58,97,100,7.83
494,Amga,RU,7/28/2020 5:00,60.9,131.96,63.59,94,96,4.79
495,Port Moresby,PG,7/28/2020 5:00,-9.44,147.18,84.2,79,40,14.99
496,Mandiana,GN,7/28/2020 5:00,10.63,-8.68,70.66,95,95,7.52
497,Tessalit,ML,7/28/2020 5:00,20.2,1.01,83.55,50,58,5.95
498,Goba,ET,7/28/2020 5:00,7.02,39.98,52.93,89,93,3
499,Richards Bay,ZA,7/28/2020 5:00,-28.78,32.04,56.73,85,2,8.25
500,Leshukonskoye,RU,7/28/2020 5:00,64.9,45.76,64.71,74,63,4
501,Manicore,BR,7/28/2020 5:00,-5.81,-61.3,73.4,94,19,1.23
502,Saint-Pierre,RE,7/28/2020 5:00,-21.34,55.48,71.6,78,90,10.29
503,Comodoro Rivadavia,AR,7/28/2020 4:59,-45.87,-67.5,39.2,64,1,8.05
504,Anloga,GH,7/28/2020 5:00,5.79,0.9,75.2,88,20,11.41
505,Anderson,US,7/28/2020 5:00,34.53,-82.65,77,83,1,5.1
506,Cape Canaveral,US,7/28/2020 5:00,28.41,-80.6,75.99,88,1,6.93
507,Calbuco,CL,7/28/2020 5:00,-41.77,-73.13,33.8,78,90,2.24
508,Zatoka,UA,7/28/2020 5:00,46.07,30.47,75.2,47,84,18.79
509,Gueret,FR,7/28/2020 5:00,46.17,1.87,64.99,93,75,4.7
510,Nome,US,7/28/2020 5:00,64.5,-165.41,51.8,87,90,16.11
511,Turukhansk,RU,7/28/2020 5:00,65.82,87.98,59.18,57,96,16.06
512,Ondjiva,AO,7/28/2020 5:00,-17.07,15.73,49.55,49,0,7.45
513,Havre-Saint-Pierre,CA,7/28/2020 5:00,50.23,-63.6,59,93,90,17.22
514,Orodel,RO,7/28/2020 5:00,44.23,23.23,66,87,2,3.83
515,Dhidhdhoo,MV,7/28/2020 5:00,6.88,73.1,82.18,79,100,12.68
516,North Bend,US,7/28/2020 5:00,43.41,-124.22,59,93,1,8.05
517,Tete,MZ,7/28/2020 5:00,-16.16,33.59,63.32,82,32,5.88
518,Quincy,US,7/28/2020 5:00,42.25,-71,84,58,20,12.75
519,Espita,MX,7/28/2020 5:00,21.02,-88.32,76.53,92,3,5.06
520,Metapan,SV,7/28/2020 5:00,14.33,-89.45,70.66,88,85,2.59
521,Batagay-Alyta,RU,7/28/2020 5:00,67.8,130.41,59.04,46,93,5.73
522,Rovaniemi,FI,7/28/2020 5:00,66.5,25.72,60.8,77,90,8.05
523,Kibre Mengist,ET,7/28/2020 5:00,5.88,38.98,58.06,96,100,1.05
524,Hailey,US,7/28/2020 5:00,43.52,-114.32,73.4,38,75,8.05
525,Husavik,IS,7/28/2020 5:00,66.04,-17.34,44.6,81,90,8.05
526,Puerto Madero,MX,7/28/2020 5:00,14.72,-92.42,81.81,76,100,4.68
527,Praia,CV,7/28/2020 4:58,14.92,-23.51,77,78,40,8.05
528,Bayir,TR,7/28/2020 5:00,37.27,28.22,73.4,69,0,1.12
529,General Roca,AR,7/28/2020 5:00,-39.03,-67.58,35.6,74,0,2.24
530,Gonzales,US,7/28/2020 4:57,30.24,-90.92,75.2,94,100,2.84
531,Piranhas,BR,7/28/2020 5:00,-16.43,-51.82,68.67,46,0,4.61
532,Paamiut,GL,7/28/2020 5:00,61.99,-49.67,46.13,85,100,3.31
533,Aberdeen,GB,7/28/2020 4:57,57.14,-2.1,53.6,81,75,14.99
534,Borogontsy,RU,7/28/2020 5:00,62.67,131.17,67.89,76,93,3.6
535,Shu,KZ,7/28/2020 5:00,43.6,73.76,90.12,20,100,10.42
536,Camana,PE,7/28/2020 5:00,-16.62,-72.71,57.06,76,54,5.84
537,Sangamner,IN,7/28/2020 5:00,19.57,74.22,82.72,65,92,9.4
538,Albert Town,JM,7/28/2020 5:00,18.29,-77.54,84.2,79,20,5.82
539,Batagay,RU,7/28/2020 5:00,67.63,134.63,61.3,47,72,11.65
540,Aksarka,RU,7/28/2020 5:00,66.56,67.8,54.19,63,100,13.38
541,Talalayivka,UA,7/28/2020 5:00,50.96,31.92,70.74,71,59,3.58
542,Polis,CY,7/28/2020 5:00,35.04,32.43,78.8,54,20,6.93
543,Ouargaye,BF,7/28/2020 5:00,11.5,0.06,77.14,79,95,8.84
544,Ahuimanu,US,7/28/2020 5:00,21.44,-157.84,84.2,62,40,12.75
545,Bowen,AU,7/28/2020 5:00,-20.02,148.23,77,20,0,10.29
546,Tazovskiy,RU,7/28/2020 5:00,67.47,78.7,57.09,51,57,13.94
547,Springbok,ZA,7/28/2020 5:01,-29.66,17.89,51.12,44,0,7.45
548,Svetlaya,RU,7/28/2020 5:01,46.54,138.33,66.9,84,92,5.17
549,Newala,TZ,7/28/2020 5:01,-10.94,39.28,63,79,0,2.06
550,Tabas,IR,7/28/2020 5:01,33.6,56.92,96.8,14,0,2.24
551,Bugene,TZ,7/28/2020 5:01,-1.59,31.14,64.18,53,90,3.44
552,Matara,LK,7/28/2020 5:01,5.95,80.54,80.53,83,100,9.64
553,Mattru,SL,7/28/2020 5:01,7.62,-11.83,72.19,91,100,2.71
554,Ozinki,RU,7/28/2020 5:01,51.18,49.68,70.74,59,38,7.25
555,Sitka,US,7/28/2020 5:01,57.05,-135.33,57.2,82,75,3.36
556,Nouakchott,MR,7/28/2020 5:01,18.09,-15.98,80.6,83,93,2.24
557,Outlook,CA,7/28/2020 5:01,51.5,-107.05,66,74,0,2.59
558,Aleksandrov Gay,RU,7/28/2020 5:01,50.15,48.57,74.79,48,1,6.38
559,Dekar,BW,7/28/2020 5:01,-21.53,21.93,41.4,68,0,8.61
560,Gat,IL,7/28/2020 5:01,31.61,34.76,80.01,83,0,3.38
561,Bryan,US,7/28/2020 5:01,30.67,-96.37,82.4,94,1,4.7
562,Awbari,LY,7/28/2020 5:01,26.59,12.78,73.33,42,0,7.49
563,Boa Vista,BR,7/28/2020 5:01,2.82,-60.67,78.8,88,55,1.12
564,Adrar,MR,7/28/2020 5:01,20.5,-10.07,88.95,39,18,22.97
565,Orikum,AL,7/28/2020 5:01,40.33,19.47,78.37,57,0,3.69
566,Riviera Beach,US,7/28/2020 4:59,26.78,-80.06,75.2,73,40,2.39
567,Itarema,BR,7/28/2020 5:01,-2.92,-39.92,75.18,85,0,12.48
568,Channel-Port Aux Basques,CA,7/28/2020 5:01,47.57,-59.14,60.76,83,28,2.48
569,Erzin,TR,7/28/2020 5:01,36.96,36.2,82.99,86,49,1.99
570,Salta,AR,7/28/2020 4:58,-24.79,-65.41,46.4,59,0,6.93
571,Tunkas,MX,7/28/2020 5:01,20.9,-88.75,76.73,90,18,5.59
572,Saint-Joseph,RE,7/28/2020 5:01,-21.37,55.62,71.6,78,90,10.29
573,Solin,HR,7/28/2020 5:01,43.55,16.5,71.6,68,0,3.36
574,Launceston,AU,7/28/2020 5:01,-41.45,147.17,57.99,66,12,16.11
575,Saint-Remi,CA,7/28/2020 5:01,45.27,-73.62,75.99,92,0,1.99
576,Hammerfest,NO,7/28/2020 5:01,70.66,23.68,66.2,59,4,13.87
