City_ID,City,Country,Date,Lat,Lng,Overall Weather,Weather Description,Max Temp,Humidity,Cloudiness,Wind Speed,Rain Inches (last 3 hrs),Snow Inches (last 3 hrs)
22,Barrow,US,2022-02-06 15:01:32,71.2906,-156.7887,Snow,snow,-20.18,69,20,5.75,0.0,5.59
23,Portland,US,2022-02-06 15:00:19,45.5234,-122.6762,Fog,fog,41.74,93,90,1.01,0.0,0.0
24,Tasiilaq,GL,2022-02-06 15:03:11,65.6145,-37.6368,Clouds,overcast clouds,23.16,62,100,21.09,0.0,0.0
25,Chicama,PE,2022-02-06 15:03:58,-7.8447,-79.1469,Clouds,overcast clouds,68.54,70,100,6.22,0.0,0.0
26,Vaini,TO,2022-02-06 15:03:58,-21.2,-175.2,Rain,light rain,73.56,100,100,13.8,0.0,0.0
27,Paramonga,PE,2022-02-06 15:03:59,-10.6667,-77.8333,Clouds,broken clouds,72.68,75,82,7.63,0.0,0.0
28,Butaritari,KI,2022-02-06 15:03:59,3.0707,172.7902,Rain,light rain,81.0,78,54,14.94,0.0,0.0
29,Mount Isa,AU,2022-02-06 15:01:33,-20.7333,139.5,Rain,light rain,80.37,57,100,6.91,0.0,0.0
30,Ribeira Grande,PT,2022-02-06 15:04:00,38.5167,-28.7,Clouds,few clouds,63.0,82,20,21.85,0.0,0.0
31,Goure,NE,2022-02-06 15:04:00,13.9835,10.2704,Clear,clear sky,79.02,8,0,15.05,0.0,0.0
32,Ushuaia,AR,2022-02-06 14:59:26,-54.8,-68.3,Clear,clear sky,53.26,58,0,3.44,0.0,0.0
33,Kilifi,KE,2022-02-06 15:04:01,-3.6305,39.8499,Clouds,overcast clouds,81.09,78,96,14.07,0.0,0.0
34,Port Elizabeth,ZA,2022-02-06 15:04:01,-33.918,25.5701,Clouds,scattered clouds,86.09,72,31,25.9,0.0,0.0
35,Khatanga,RU,2022-02-06 15:04:01,71.9667,102.5,Clouds,overcast clouds,-22.95,99,93,7.14,0.0,0.0
36,Eston,CA,2022-02-06 15:04:02,51.1501,-108.7514,Clouds,broken clouds,23.79,81,81,11.48,0.0,0.0
37,Erenhot,CN,2022-02-06 15:04:02,43.6475,111.9767,Clear,clear sky,3.15,89,6,5.73,0.0,0.0
38,Lesozavodsk,RU,2022-02-06 15:04:02,45.4794,133.4244,Clouds,overcast clouds,-5.08,99,97,4.94,0.0,0.0
39,Yellowknife,CA,2022-02-06 15:02:14,62.456,-114.3525,Clouds,overcast clouds,-12.59,86,100,13.0,0.0,0.0
40,Noumea,NC,2022-02-06 15:04:03,-22.2763,166.4572,Clouds,overcast clouds,76.98,90,100,3.65,0.0,0.0
41,Bushenyi,UG,2022-02-06 15:04:03,-0.5853,30.2114,Clouds,overcast clouds,73.24,50,97,2.82,0.0,0.0
42,Ixtapa,MX,2022-02-06 15:04:03,20.7,-105.2,Clouds,few clouds,69.22,94,20,4.61,0.0,0.0
43,Clyde River,CA,2022-02-06 15:04:04,70.4692,-68.5914,Clouds,overcast clouds,-30.21,99,99,4.41,0.0,0.0
44,Mataura,NZ,2022-02-06 15:04:04,-46.1927,168.8643,Clear,clear sky,41.49,98,0,1.9,0.0,0.0
45,Qaanaaq,GL,2022-02-06 15:04:04,77.484,-69.3632,Clouds,overcast clouds,-13.04,65,86,8.46,0.0,0.0
46,Guerrero Negro,MX,2022-02-06 15:04:05,27.9769,-114.0611,Clear,clear sky,55.74,46,0,3.22,0.0,0.0
47,Tyukhtet,RU,2022-02-06 15:04:05,56.5389,89.3011,Clouds,overcast clouds,7.48,94,100,4.12,0.0,0.0
48,Tuktoyaktuk,CA,2022-02-06 15:04:05,69.4541,-133.0374,Clouds,overcast clouds,-15.09,98,100,10.65,0.0,0.0
49,Tashtagol,RU,2022-02-06 15:04:06,52.7657,87.8894,Clouds,few clouds,6.98,96,15,2.53,0.0,0.0
50,Tezu,IN,2022-02-06 15:04:06,27.9167,96.1667,Clouds,broken clouds,54.66,95,61,2.91,0.0,0.0
51,Faya,SA,2022-02-06 15:04:06,18.3851,42.4509,Clear,clear sky,55.92,61,5,7.23,0.0,0.0
52,Skibbereen,IE,2022-02-06 15:04:07,51.55,-9.2667,Clouds,broken clouds,50.11,80,76,25.77,0.0,0.0
53,Chapada Dos Guimaraes,BR,2022-02-06 15:04:07,-15.4606,-55.7497,Clouds,overcast clouds,78.46,71,99,4.47,0.0,0.0
54,Klaksvik,FO,2022-02-06 15:04:08,62.2266,-6.589,Clouds,broken clouds,34.72,63,81,35.46,0.0,0.0
55,Mattawa,US,2022-02-06 15:04:08,46.7379,-119.9028,Clouds,overcast clouds,37.22,93,100,3.27,0.0,0.0
56,Grants,US,2022-02-06 15:04:08,35.1473,-107.8514,Clear,clear sky,16.03,73,0,5.75,0.0,0.0
57,Boddam,GB,2022-02-06 15:04:09,57.4667,-1.7833,Clouds,scattered clouds,39.58,60,32,31.63,0.0,0.0
58,Mahebourg,MU,2022-02-06 15:04:09,-20.4081,57.7,Clouds,scattered clouds,80.26,82,43,13.2,0.0,0.0
59,Albany,US,2022-02-06 15:04:09,42.6001,-73.9662,Clouds,few clouds,17.58,62,17,1.99,0.0,0.0
60,East London,ZA,2022-02-06 15:04:10,-33.0153,27.9116,Clouds,few clouds,77.94,78,20,20.71,0.0,0.0
61,Souillac,MU,2022-02-06 15:01:05,-20.5167,57.5167,Clouds,scattered clouds,80.37,82,48,12.12,0.0,0.0
62,Hermanus,ZA,2022-02-06 15:04:10,-34.4187,19.2345,Clouds,few clouds,86.9,63,11,11.48,0.0,0.0
63,Harrow,GB,2022-02-06 15:04:11,51.5714,-0.3337,Clouds,scattered clouds,52.77,66,40,3.0,0.0,0.0
64,Purpe,RU,2022-02-06 15:04:11,64.4803,76.6897,Clouds,broken clouds,-20.6,100,67,5.32,0.0,0.0
65,Jennings,US,2022-02-06 15:04:11,38.7192,-90.2604,Clear,clear sky,31.01,76,0,1.01,0.0,0.0
66,Nome,US,2022-02-06 15:04:12,64.5011,-165.4064,Clear,clear sky,1.47,51,0,17.27,0.0,0.0
67,Kahului,US,2022-02-06 14:59:29,20.8947,-156.47,Clouds,few clouds,73.85,87,11,8.99,0.0,0.0
68,Constitucion,CL,2022-02-06 15:04:12,-35.3333,-72.4167,Clear,clear sky,73.15,49,0,4.56,0.0,0.0
69,Luanda,AO,2022-02-06 15:00:26,-8.8368,13.2343,Clouds,broken clouds,81.18,66,72,16.75,0.0,0.0
70,Cap Malheureux,MU,2022-02-06 15:01:09,-19.9842,57.6142,Clouds,overcast clouds,80.47,79,88,7.0,0.0,0.0
71,Chimore,BO,2022-02-06 15:04:13,-16.9833,-65.1333,Clouds,overcast clouds,70.77,98,100,1.01,0.0,0.0
72,Sinnamary,GF,2022-02-06 15:04:13,5.3833,-52.95,Clouds,overcast clouds,81.48,77,98,9.46,0.0,0.0
73,Suruc,TR,2022-02-06 15:04:14,36.9761,38.425,Clouds,overcast clouds,44.8,59,100,3.02,0.0,0.0
74,Codrington,AU,2022-02-06 15:04:14,-38.2667,141.9667,Clear,clear sky,62.44,67,0,11.48,0.0,0.0
75,Constantine,DZ,2022-02-06 15:00:26,36.365,6.6147,Clouds,scattered clouds,58.41,51,40,9.22,0.0,0.0
76,Yeppoon,AU,2022-02-06 15:04:14,-23.1333,150.7333,Clear,clear sky,71.38,74,9,17.22,0.0,0.0
77,Ponta Do Sol,PT,2022-02-06 15:04:15,32.6667,-17.1,Clear,clear sky,69.12,51,10,11.83,0.0,0.0
78,Robore,BO,2022-02-06 15:04:15,-18.3333,-59.75,Clouds,overcast clouds,72.09,95,100,3.53,0.0,0.0
79,Jinchang,CN,2022-02-06 15:04:15,38.4953,102.1739,Clouds,overcast clouds,13.77,98,100,3.62,0.0,0.0
80,Vila Franca Do Campo,PT,2022-02-06 15:04:16,37.7167,-25.4333,Clouds,broken clouds,63.01,84,83,14.92,0.0,0.0
81,Bakchar,RU,2022-02-06 15:04:16,57.0186,82.0711,Clouds,overcast clouds,15.17,87,100,5.35,0.0,0.0
82,Luganville,VU,2022-02-06 15:01:16,-15.5333,167.1667,Rain,light rain,76.78,89,100,3.18,0.0,0.0
83,Tocopilla,CL,2022-02-06 15:04:17,-22.092,-70.1979,Clear,clear sky,73.49,63,1,6.42,0.0,0.0
84,Sitka,US,2022-02-06 15:04:17,57.0531,-135.33,Rain,light rain,44.49,81,100,21.85,2.29,0.0
85,Tecoanapa,MX,2022-02-06 15:04:17,16.5167,-98.75,Clear,clear sky,77.72,60,0,1.74,0.0,0.0
86,Esperance,AU,2022-02-06 15:04:18,-33.8667,121.9,Clear,clear sky,69.64,81,8,24.11,0.0,0.0
87,Hithadhoo,MV,2022-02-06 14:59:37,-0.6,73.0833,Clouds,scattered clouds,82.87,71,26,11.48,0.0,0.0
88,Senador Jose Porfirio,BR,2022-02-06 15:04:18,-2.5908,-51.9542,Rain,light rain,77.77,93,100,3.65,0.0,0.0
89,Palmer,US,2022-02-06 15:04:18,42.1584,-72.3287,Clouds,few clouds,19.49,56,13,2.24,0.0,0.0
90,Mugur-Aksy,RU,2022-02-06 15:04:19,50.35,90.5,Clear,clear sky,-7.62,51,0,6.38,0.0,0.0
91,Ambatondrazaka,MG,2022-02-06 15:04:19,-17.8333,48.4167,Rain,light rain,73.06,79,100,7.9,0.0,0.0
92,Torbay,CA,2022-02-06 15:04:19,47.6666,-52.7314,Clouds,overcast clouds,18.88,88,100,8.99,0.0,0.0
93,Tanda,IN,2022-02-06 15:04:20,26.55,82.65,Clear,clear sky,55.29,72,0,3.98,0.0,0.0
94,Barra Patuca,HN,2022-02-06 15:04:20,15.8,-84.2833,Clouds,few clouds,78.31,76,13,8.01,0.0,0.0
95,Birecik,TR,2022-02-06 15:04:21,37.0294,37.9903,Clouds,overcast clouds,49.21,64,100,3.42,0.0,0.0
96,Phon Thong,TH,2022-02-06 15:04:21,16.3016,103.9768,Clouds,few clouds,82.94,65,20,5.7,0.0,0.0
97,Ilulissat,GL,2022-02-06 15:04:21,69.2167,-51.1,Clouds,overcast clouds,-0.38,46,100,3.44,0.0,0.0
98,Nieves,PH,2022-02-06 15:04:22,15.3274,120.9485,Clouds,scattered clouds,73.17,83,48,3.71,0.0,0.0
99,Newark,US,2022-02-06 15:04:22,40.7357,-74.1724,Clouds,scattered clouds,26.51,49,40,5.75,0.0,0.0
100,Kirando,TZ,2022-02-06 15:04:22,-7.4167,30.6,Rain,light rain,76.66,74,93,1.72,0.0,0.0
101,Bengkulu,ID,2022-02-06 15:04:23,-3.8004,102.2655,Rain,light rain,77.97,80,98,7.65,0.0,0.0
102,Belmonte,BR,2022-02-06 15:04:23,-15.8631,-38.8828,Clouds,broken clouds,82.9,60,51,8.77,0.0,0.0
103,Grindavik,IS,2022-02-06 15:04:23,63.8424,-22.4338,Clouds,scattered clouds,30.67,74,40,11.5,0.0,0.0
104,Lompoc,US,2022-02-06 15:04:24,34.6391,-120.4579,Clear,clear sky,53.56,86,0,5.75,0.0,0.0
105,Caravelas,BR,2022-02-06 15:04:24,-17.7125,-39.2481,Clear,clear sky,86.92,55,0,10.04,0.0,0.0
106,Mahibadhoo,MV,2022-02-06 15:04:24,3.7833,72.9667,Clouds,few clouds,82.26,63,21,11.9,0.0,0.0
107,Fairbanks,US,2022-02-06 15:02:28,64.8378,-147.7164,Snow,light snow,3.09,80,100,6.91,0.0,0.0
108,Ambilobe,MG,2022-02-06 15:04:25,-13.2,49.05,Rain,light rain,77.79,88,15,7.09,0.0,0.0
109,Mayo,US,2022-02-06 15:04:25,38.8876,-76.5119,Clear,clear sky,30.24,48,0,5.01,0.0,0.0
110,Mitu,CO,2022-02-06 15:04:26,1.1983,-70.1733,Clouds,broken clouds,85.33,57,62,2.44,0.0,0.0
111,Bonthe,SL,2022-02-06 15:03:06,7.5264,-12.505,Clear,clear sky,88.12,54,5,14.52,0.0,0.0
112,Sao Joao Da Barra,BR,2022-02-06 15:04:26,-21.6403,-41.0511,Clear,clear sky,86.09,76,3,14.61,0.0,0.0
113,Jamestown,US,2022-02-06 15:00:00,42.097,-79.2353,Clear,clear sky,23.52,44,10,8.99,0.0,0.0
114,Port Alfred,ZA,2022-02-06 15:04:27,-33.5906,26.891,Clear,clear sky,78.62,76,0,31.03,0.0,0.0
115,Samarkand,UZ,2022-02-06 15:01:00,39.6542,66.9597,Clouds,broken clouds,35.02,87,75,16.11,0.0,0.0
116,Muros,ES,2022-02-06 15:04:27,42.7762,-9.0603,Clouds,broken clouds,60.67,53,59,8.97,0.0,0.0
117,Sept-Iles,CA,2022-02-06 15:01:17,50.2001,-66.3821,Clear,clear sky,1.06,51,9,1.01,0.0,0.0
118,Carnarvon,AU,2022-02-06 15:04:27,-24.8667,113.6333,Clear,clear sky,75.54,73,1,23.04,0.0,0.0
119,Kodiak,US,2022-02-06 15:04:28,57.79,-152.4072,Clear,clear sky,38.71,70,0,10.36,0.0,0.0
120,Hilo,US,2022-02-06 15:04:28,19.7297,-155.09,Rain,heavy intensity rain,68.79,91,100,8.05,3.05,0.0
121,La Mira,MX,2022-02-06 15:04:29,18.035,-102.3266,Clear,clear sky,76.96,45,4,2.48,0.0,0.0
122,Saskylakh,RU,2022-02-06 15:04:29,71.9167,114.0833,Clouds,overcast clouds,-25.71,100,97,1.48,0.0,0.0
123,Sao Filipe,CV,2022-02-06 15:04:29,14.8961,-24.4956,Clear,clear sky,75.43,66,0,7.94,0.0,0.0
124,Ulaangom,MN,2022-02-06 15:01:10,49.9811,92.0667,Clouds,overcast clouds,-24.84,96,89,3.31,0.0,0.0
125,Tuatapere,NZ,2022-02-06 15:04:30,-46.1333,167.6833,Clear,clear sky,41.83,91,2,3.71,0.0,0.0
126,Norman Wells,CA,2022-02-06 15:04:30,65.282,-126.8329,Clouds,overcast clouds,-13.49,99,100,4.76,0.0,0.0
127,Ouro Preto Do Oeste,BR,2022-02-06 15:04:31,-10.7481,-62.2158,Clouds,overcast clouds,84.38,72,88,2.93,0.0,0.0
128,Lavrentiya,RU,2022-02-06 15:04:31,65.5833,-171.0,Clear,clear sky,-12.66,90,5,7.36,0.0,0.0
129,Broome,US,2022-02-06 15:04:31,42.2506,-75.833,Clear,clear sky,18.37,72,0,3.0,0.0,0.0
130,New Norfolk,AU,2022-02-06 15:04:32,-42.7826,147.0587,Clouds,broken clouds,51.93,63,64,0.54,0.0,0.0
131,Salisbury,GB,2022-02-06 15:00:25,51.0693,-1.7957,Rain,light rain,54.09,84,96,26.93,0.0,0.0
132,Leningradskiy,RU,2022-02-06 15:04:32,69.3833,178.4167,Clouds,few clouds,-22.67,97,20,5.66,0.0,0.0
133,Mpika,ZM,2022-02-06 15:04:32,-11.8343,31.4529,Rain,light rain,61.72,97,100,4.59,0.0,0.0
134,Bira,RU,2022-02-06 15:04:33,49.0,132.4667,Clouds,overcast clouds,-8.03,98,97,2.68,0.0,0.0
135,Nikolskoye,RU,2022-02-06 15:04:33,59.7035,30.7861,Snow,light snow,34.72,89,100,12.48,0.0,0.0
136,Castro,BR,2022-02-06 15:04:34,-24.7911,-50.0119,Clouds,broken clouds,74.82,75,80,8.63,0.0,0.0
137,Port Lincoln,AU,2022-02-06 15:00:25,-34.7333,135.8667,Clear,clear sky,70.3,70,0,13.69,0.0,0.0
138,Lebowakgomo,ZA,2022-02-06 15:04:34,-24.2,29.5,Clouds,overcast clouds,64.85,45,88,11.01,0.0,0.0
139,Coquimbo,CL,2022-02-06 15:04:34,-29.9533,-71.3436,Clouds,scattered clouds,65.93,77,40,9.22,0.0,0.0
140,Roswell,US,2022-02-06 15:04:16,34.0232,-84.3616,Clear,clear sky,38.97,53,0,1.01,0.0,0.0
141,Aklavik,CA,2022-02-06 15:04:35,68.2191,-135.0107,Clouds,overcast clouds,-13.09,95,100,15.88,0.0,0.0
142,Grevesmuhlen,DE,2022-02-06 15:04:35,53.8667,11.1833,Rain,light rain,39.94,95,100,12.41,0.0,0.0
143,Victoria,HK,2022-02-06 15:00:22,22.2855,114.1577,Clouds,overcast clouds,62.65,84,100,8.99,0.0,0.0
144,Saint-Philippe,RE,2022-02-06 15:04:36,-21.3585,55.7679,Clouds,overcast clouds,81.99,80,99,16.49,0.0,0.0
145,Halifax,CA,2022-02-06 15:00:17,44.6453,-63.5724,Clear,clear sky,16.21,79,0,7.0,0.0,0.0
146,Lata,PT,2022-02-06 15:04:36,40.1629,-8.3327,Clouds,broken clouds,67.5,38,54,5.35,0.0,0.0
147,Jiexiu,CN,2022-02-06 15:04:36,37.0244,111.9125,Clouds,overcast clouds,27.66,66,100,2.93,0.0,0.0
148,Orange Cove,US,2022-02-06 15:04:37,36.6244,-119.3137,Clear,clear sky,41.49,45,0,2.44,0.0,0.0
149,Touros,BR,2022-02-06 15:04:37,-5.1989,-35.4608,Clouds,few clouds,90.5,52,22,12.26,0.0,0.0
150,Dikson,RU,2022-02-06 15:04:38,73.5069,80.5464,Clouds,broken clouds,-23.42,100,73,7.31,0.0,0.0
151,Avarua,CK,2022-02-06 15:04:38,-21.2078,-159.775,Rain,moderate rain,71.65,100,20,5.75,0.0,0.0
152,Visby,SE,2022-02-06 15:04:38,57.6409,18.296,Clear,clear sky,37.62,81,0,16.11,0.0,0.0
153,Yenagoa,NG,2022-02-06 15:03:00,4.9247,6.2642,Clear,clear sky,99.57,24,0,4.07,0.0,0.0
154,Baker City,US,2022-02-06 15:01:15,44.7749,-117.8344,Mist,mist,20.82,85,100,0.0,0.0,0.0
155,Najran,SA,2022-02-06 15:04:39,17.4924,44.1277,Clear,clear sky,69.22,30,5,13.04,0.0,0.0
156,Maningrida,AU,2022-02-06 15:04:39,-12.0667,134.2667,Clouds,broken clouds,78.01,79,73,3.0,0.0,0.0
157,Necochea,AR,2022-02-06 15:04:40,-38.5473,-58.7368,Clouds,overcast clouds,63.03,83,91,19.84,0.0,0.0
158,Bolobo,CD,2022-02-06 15:04:40,-2.1667,16.2333,Clouds,scattered clouds,92.93,35,30,2.91,0.0,0.0
159,Anshun,CN,2022-02-06 15:04:40,26.25,105.9333,Clouds,overcast clouds,41.49,96,100,4.83,0.0,0.0
160,Ruteng,ID,2022-02-06 15:04:41,-8.6136,120.4721,Clouds,scattered clouds,63.37,92,38,1.81,0.0,0.0
161,Gat,IL,2022-02-06 15:04:41,31.61,34.7642,Clouds,broken clouds,57.88,100,61,7.4,0.0,0.0
162,Vila,PT,2022-02-06 15:04:41,42.0304,-8.1588,Clouds,scattered clouds,53.74,45,43,5.17,0.0,0.0
163,Kapaa,US,2022-02-06 15:04:42,22.0752,-159.319,Clouds,broken clouds,70.12,87,75,4.61,0.0,0.0
164,Luderitz,NA,2022-02-06 15:04:42,-26.6481,15.1594,Clouds,scattered clouds,71.98,71,26,12.88,0.0,0.0
165,Thompson,CA,2022-02-06 15:00:25,55.7435,-97.8558,Clouds,few clouds,-31.16,100,20,1.32,0.0,0.0
166,Mount Gambier,AU,2022-02-06 15:04:42,-37.8333,140.7667,Clear,clear sky,65.73,54,2,7.11,0.0,0.0
167,Port-Cartier,CA,2022-02-06 15:02:27,50.0334,-66.8654,Clouds,few clouds,0.75,75,16,4.81,0.0,0.0
168,Osinki,RU,2022-02-06 15:04:43,52.8432,49.5132,Clouds,overcast clouds,23.2,97,100,6.51,0.0,0.0
169,Te Anau,NZ,2022-02-06 15:04:43,-45.4167,167.7167,Clear,clear sky,40.62,92,1,1.77,0.0,0.0
170,Mamakan,RU,2022-02-06 15:04:43,57.8161,114.0028,Clouds,overcast clouds,5.86,96,100,4.16,0.0,0.0
171,Maceio,BR,2022-02-06 15:00:16,-9.6658,-35.7353,Clouds,scattered clouds,87.24,58,40,13.8,0.0,0.0
172,Kangaatsiaq,GL,2022-02-06 15:04:44,68.3065,-53.4641,Snow,light snow,5.05,94,100,8.28,0.0,0.0
173,Georgetown,MY,2022-02-06 15:04:45,5.4112,100.3354,Thunderstorm,thunderstorm with rain,76.95,94,40,11.5,0.0,0.0
174,Boyolangu,ID,2022-02-06 15:04:45,-8.1181,111.8935,Clouds,overcast clouds,74.88,98,100,4.07,0.0,0.0
175,Narsaq,GL,2022-02-06 15:04:45,60.9167,-46.05,Clouds,overcast clouds,7.02,55,100,2.26,0.0,0.0
176,Brigantine,US,2022-02-06 15:04:46,39.4101,-74.3646,Clear,clear sky,32.04,65,0,8.05,0.0,0.0
177,Rincon,US,2022-02-06 15:04:46,32.296,-81.2354,Clouds,overcast clouds,42.71,85,100,1.99,0.0,0.0
178,La Ronge,CA,2022-02-06 15:01:54,55.1001,-105.2842,Clouds,few clouds,-13.97,98,18,6.02,0.0,0.0
179,Evensk,RU,2022-02-06 15:04:47,61.95,159.2333,Clear,clear sky,5.79,59,0,12.44,0.0,0.0
180,Upernavik,GL,2022-02-06 15:04:47,72.7868,-56.1549,Clouds,overcast clouds,-6.27,94,100,4.23,0.0,0.0
181,Tiksi,RU,2022-02-06 15:04:47,71.6872,128.8694,Clouds,overcast clouds,-17.43,98,100,2.86,0.0,0.0
182,Bredasdorp,ZA,2022-02-06 15:04:48,-34.5322,20.0403,Clouds,scattered clouds,77.29,28,41,14.32,0.0,0.0
183,Vytegra,RU,2022-02-06 15:04:48,61.0064,36.4481,Clouds,overcast clouds,14.99,92,98,10.02,0.0,0.0
184,Kitgum,UG,2022-02-06 15:04:48,3.2783,32.8867,Clouds,overcast clouds,89.78,20,100,3.85,0.0,0.0
185,Pangnirtung,CA,2022-02-06 15:04:49,66.1451,-65.7125,Clouds,overcast clouds,-33.9,90,96,3.96,0.0,0.0
186,Mosetse,BW,2022-02-06 15:04:49,-20.75,26.65,Clouds,scattered clouds,78.17,48,47,18.68,0.0,0.0
187,College,US,2022-02-06 15:04:49,64.8569,-147.8028,Snow,light snow,2.28,79,100,3.44,0.0,0.0
188,Hvide Sande,DK,2022-02-06 15:04:50,56.0045,8.1294,Clouds,overcast clouds,42.21,74,100,19.73,0.0,0.0
189,Viedma,AR,2022-02-06 15:04:50,-40.8135,-62.9967,Clouds,scattered clouds,68.58,36,26,7.07,0.0,0.0
190,Kruisfontein,ZA,2022-02-06 15:04:51,-34.0033,24.7314,Clouds,broken clouds,83.88,48,78,19.35,0.0,0.0
191,Plettenberg Bay,ZA,2022-02-06 15:04:51,-34.0527,23.3716,Clouds,broken clouds,80.1,59,68,4.74,0.0,0.0
192,Damghan,IR,2022-02-06 15:04:51,36.1683,54.348,Clouds,broken clouds,39.24,45,76,4.47,0.0,0.0
193,Wajima,JP,2022-02-06 15:04:52,37.4,136.9,Snow,light snow,33.73,70,96,19.6,0.0,0.0
194,High Level,CA,2022-02-06 15:04:52,58.5169,-117.136,Snow,light shower snow,-0.29,85,100,4.61,0.0,0.0
195,Hobart,AU,2022-02-06 15:02:33,-42.8794,147.3294,Clouds,scattered clouds,52.27,81,42,0.0,0.0,0.0
196,Bethel,US,2022-02-06 15:04:53,41.3712,-73.414,Clear,clear sky,22.78,61,0,3.44,0.0,0.0
197,Verkhoyansk,RU,2022-02-06 15:04:53,67.5447,133.385,Clouds,overcast clouds,-38.9,99,100,0.78,0.0,0.0
198,Los Llanos De Aridane,ES,2022-02-06 15:04:53,28.6585,-17.9182,Clouds,few clouds,68.13,60,20,14.0,0.0,0.0
199,Kaitangata,NZ,2022-02-06 15:04:54,-46.2817,169.8464,Clear,clear sky,48.92,77,1,2.08,0.0,0.0
200,Akdepe,TM,2022-02-06 15:04:54,42.0551,59.3788,Clouds,overcast clouds,32.0,55,100,11.18,0.0,0.0
201,Cherskiy,RU,2022-02-06 15:04:54,68.75,161.3,Clouds,scattered clouds,-30.37,100,44,0.92,0.0,0.0
202,Segezha,RU,2022-02-06 15:04:55,63.7415,34.3222,Clouds,overcast clouds,12.22,93,94,12.01,0.0,0.0
203,Sidvokodvo,SZ,2022-02-06 15:04:55,-26.6282,31.4202,Rain,light rain,77.13,71,60,11.05,0.0,0.0
204,Dingle,PH,2022-02-06 15:04:55,10.9995,122.6711,Clouds,scattered clouds,75.51,87,41,10.0,0.0,0.0
205,Bayir,TR,2022-02-06 15:04:56,37.2687,28.2167,Clouds,few clouds,52.63,68,16,3.98,0.0,0.0
206,Tecate,MX,2022-02-06 15:04:56,32.5667,-116.6333,Clear,clear sky,54.3,37,1,5.84,0.0,0.0
207,Grand-Santi,GF,2022-02-06 15:04:57,4.25,-54.3833,Rain,light rain,84.4,67,100,3.69,0.0,0.0
208,Dunedin,NZ,2022-02-06 15:00:52,-45.8742,170.5036,Clouds,scattered clouds,48.79,79,34,3.83,0.0,0.0
209,Naifaru,MV,2022-02-06 15:04:57,5.4444,73.3657,Clouds,overcast clouds,81.75,64,99,11.59,0.0,0.0
210,Caucaia,BR,2022-02-06 15:04:57,-3.7361,-38.6531,Clouds,scattered clouds,85.95,68,40,12.66,0.0,0.0
211,Bambous Virieux,MU,2022-02-06 15:04:58,-20.3428,57.7575,Clouds,scattered clouds,80.22,82,46,12.8,0.0,0.0
212,Iqaluit,CA,2022-02-06 15:00:14,63.7506,-68.5145,Clouds,broken clouds,-36.31,65,69,4.0,0.0,0.0
213,Perth,AU,2022-02-06 15:03:43,-31.9333,115.8333,Clouds,broken clouds,66.67,63,75,12.66,0.0,0.0
214,Quatre Cocos,MU,2022-02-06 15:04:58,-20.2078,57.7625,Clouds,broken clouds,80.1,82,62,12.06,0.0,0.0
215,Kamariotissa,GR,2022-02-06 15:04:59,40.4833,25.4667,Clear,clear sky,55.45,60,0,3.36,0.0,0.0
216,Shahrud,IR,2022-02-06 15:04:59,36.4182,54.9763,Clouds,overcast clouds,32.43,63,97,5.95,0.0,0.0
217,Veraval,IN,2022-02-06 15:04:59,20.9,70.3667,Clear,clear sky,69.06,66,7,8.52,0.0,0.0
218,Poum,NC,2022-02-06 15:05:00,-20.2333,164.0167,Rain,light rain,79.11,84,100,6.58,0.0,0.0
219,Namuac,PH,2022-02-06 15:05:00,18.6109,121.1657,Clouds,overcast clouds,72.39,90,100,17.0,0.0,0.0
220,Chokurdakh,RU,2022-02-06 15:05:01,70.6333,147.9167,Clouds,overcast clouds,-38.67,100,98,2.17,0.0,0.0
221,Baruun-Urt,MN,2022-02-06 15:01:10,46.6806,113.2792,Clouds,few clouds,0.41,89,12,6.67,0.0,0.0
222,Manzanillo,CU,2022-02-06 15:00:13,20.3433,-77.1167,Clear,clear sky,81.09,47,2,12.62,0.0,0.0
223,Manokwari,ID,2022-02-06 15:05:01,-0.8667,134.0833,Clouds,overcast clouds,77.99,80,100,4.68,0.0,0.0
224,Longyearbyen,SJ,2022-02-06 15:05:02,78.2186,15.6401,Snow,light snow,21.04,58,40,19.57,0.0,0.0
225,Yulara,AU,2022-02-06 15:05:02,-25.2406,130.9889,Clear,clear sky,75.04,31,0,8.05,0.0,0.0
226,Tuglui,RO,2022-02-06 15:05:03,44.1833,23.8167,Clear,clear sky,51.48,27,0,6.91,0.0,0.0
227,Cidreira,BR,2022-02-06 15:05:03,-30.1811,-50.2056,Clouds,few clouds,78.71,59,24,13.51,0.0,0.0
228,Porto Novo,BJ,2022-02-06 15:05:03,6.4965,2.6036,Clouds,broken clouds,88.03,50,51,10.96,0.0,0.0
229,Maudaha,IN,2022-02-06 15:05:04,25.6833,80.1167,Clear,clear sky,58.98,50,0,5.86,0.0,0.0
230,Chunhuhub,MX,2022-02-06 15:05:04,19.55,-88.6833,Clouds,broken clouds,73.11,77,70,4.32,0.0,0.0
231,La Rioja,ES,2022-02-06 15:05:05,42.25,-2.5,Clouds,overcast clouds,53.04,44,100,4.76,0.0,0.0
232,Porangatu,BR,2022-02-06 15:05:05,-13.4408,-49.1486,Clouds,overcast clouds,79.68,82,99,4.63,0.0,0.0
233,Ajaccio,FR,2022-02-06 15:05:05,42.0,8.9167,Clear,clear sky,57.25,72,0,9.22,0.0,0.0
